C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B,class_number
0.0,0.12884834663625996,0.11673318129988597,0.003135689851767389,0.1991163055872292,0.0,0.10832383124287344,0.002137970353477765,0.10362029646522235,0.2515678449258837,0.0,0.08651653363740022,9
0.03309796999117388,0.10061782877316858,0.10900264783759929,0.05163283318623124,0.1526919682259488,0.041924095322153576,0.11738746690203,0.04324801412180053,0.0353045013239188,0.18358340688437777,0.04501323918799647,0.08649602824360106,9
0.008292627513347722,0.028285811655117572,0.28740202203794163,0.00022719527433829378,0.06520504373509031,0.009315006247870045,0.22571850505509486,0.1184823355674202,0.00011359763716914689,0.19493354538225605,0.00011359763716914689,0.06191071225718505,2
0.0014350633819660368,0.12198038746711314,0.17746950490313324,0.0,0.12556804592202822,0.0019134178426213825,0.10212867734991629,0.11982779239416408,0.0033484812245874193,0.23941640755800048,0.0,0.10691222195646974,2
0.09454545454545454,0.0014814814814814814,0.23030303030303031,0.0,0.11084175084175084,0.0,0.041750841750841754,0.3453198653198653,0.0,0.05804713804713805,0.0009427609427609427,0.11676767676767677,7
0.007077856420626896,0.11172901921132457,0.160262891809909,0.0,0.07785642062689585,0.0010111223458038423,0.15217391304347827,0.17391304347826086,0.005055611729019211,0.179474216380182,0.028311425682507583,0.10313447927199192,2
0.21585160202360876,0.0,0.11905564924114671,0.0,0.13524451939291737,0.07217537942664418,0.0006745362563237774,0.27386172006745363,0.0003372681281618887,0.10792580101180438,0.0003372681281618887,0.0745362563237774,0
0.27386172006745363,0.0003372681281618887,0.10792580101180438,0.0003372681281618887,0.0745362563237774,0.21585160202360876,0.0,0.11905564924114671,0.0,0.13524451939291737,0.07217537942664418,0.0006745362563237774,5
0.23357371794871795,0.00040064102564102563,0.09495192307692307,0.0016025641025641025,0.0765224358974359,0.20272435897435898,0.0,0.11378205128205128,0.00040064102564102563,0.16025641025641027,0.11498397435897435,0.0008012820512820513,5
0.0008012820512820513,0.23357371794871795,0.00040064102564102563,0.09495192307692307,0.0016025641025641025,0.0765224358974359,0.20272435897435898,0.0,0.11378205128205128,0.00040064102564102563,0.16025641025641027,0.11498397435897435,6
0.27157190635451506,0.0,0.06555183946488294,0.0,0.11906354515050167,0.15986622073578596,0.0,0.16722408026755853,0.008026755852842809,0.11237458193979934,0.006688963210702341,0.08963210702341137,0
0.08963210702341137,0.27157190635451506,0.0,0.06555183946488294,0.0,0.11906354515050167,0.15986622073578596,0.0,0.16722408026755853,0.008026755852842809,0.11237458193979934,0.006688963210702341,1
0.27191943127962087,0.00533175355450237,0.15699052132701422,0.011848341232227487,0.09004739336492891,0.08945497630331753,0.002369668246445498,0.1623222748815166,0.004146919431279621,0.12203791469194313,0.002369668246445498,0.0811611374407583,0
0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,21
0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,22
0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,23
0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,12
0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,13
0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,14
0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,15
0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,16
0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,0.0009976720984369804,17
0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,0.1466577984702361,18
0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,0.0009976720984369804,19
0.0009976720984369804,0.1466577984702361,0.0009976720984369804,0.1952111739275025,0.12936481543066178,0.0019953441968739607,0.08413701363485201,0.009976720984369804,0.1968739607582308,0.0,0.07382773528433655,0.15996009311606252,20
0.13958060288335516,0.0,0.27522935779816515,0.0,0.11467889908256881,0.0,0.10353866317169069,0.14678899082568808,0.022280471821756225,0.14089121887287026,0.0,0.05701179554390563,7
0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,21
0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,22
0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,23
0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,12
0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,13
0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,14
0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,15
0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,16
0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,0.036539895600298286,17
0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,0.11782252050708426,18
0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,0.015659955257270694,19
0.015659955257270694,0.11782252050708426,0.036539895600298286,0.0738255033557047,0.0894854586129754,0.019388516032811335,0.17076808351976136,0.014914243102162566,0.22296793437733034,0.042505592841163314,0.06562266964951528,0.13049962714392244,20
0.14309444708115804,0.006644518272425249,0.1687233032747983,0.0,0.14807783578547698,0.005220692928334125,0.04817275747508306,0.19648789748457524,0.0,0.17726625533934504,0.00047460844803037496,0.10583768391077361,7
0.041193882585101135,0.07030093734583127,0.11544153922052294,0.08880118401578688,0.09422792303897386,0.001726689689195856,0.1107548100641342,0.0892945239269857,0.1110014800197336,0.07819437592501233,0.012826837691169216,0.18623581647755302,7
0.13837886251679354,0.0,0.18808777429467086,0.0,0.10747872816838334,0.0017913121361397223,0.12494402149574563,0.20689655172413793,0.0,0.11509180474697717,0.0,0.11733094491715182,7
0.15278257863809194,0.009505703422053232,0.11769789146215001,0.00985136536467335,0.19374351883857588,0.18199101278949187,0.00985136536467335,0.1609056342896647,0.0003456619426201175,0.051330798479087454,0.0019011406844106464,0.11009332872450743,0
0.19374351883857588,0.18199101278949187,0.00985136536467335,0.1609056342896647,0.0003456619426201175,0.051330798479087454,0.0019011406844106464,0.11009332872450743,0.15278257863809194,0.009505703422053232,0.11769789146215001,0.00985136536467335,8
0.0,0.07773279352226721,0.03076923076923077,0.151417004048583,0.11659919028340081,0.0,0.23643724696356275,0.05506072874493927,0.06315789473684211,0.016194331983805668,0.12955465587044535,0.12307692307692308,11
0.008370535714285714,0.1875,0.005580357142857143,0.15569196428571427,0.0,0.0546875,0.17243303571428573,0.0,0.15011160714285715,0.0,0.19419642857142858,0.07142857142857142,1
0.0005841121495327102,0.2071651090342679,0.014602803738317757,0.12792056074766356,0.05646417445482866,0.07671339563862928,0.13200934579439252,0.01499221183800623,0.19411993769470404,0.015771028037383176,0.04848130841121495,0.1111760124610592,6
0.13200934579439252,0.01499221183800623,0.19411993769470404,0.015771028037383176,0.04848130841121495,0.1111760124610592,0.0005841121495327102,0.2071651090342679,0.014602803738317757,0.12792056074766356,0.05646417445482866,0.07671339563862928,0
0.16781002638522427,0.02163588390501319,0.12717678100263852,0.006860158311345646,0.10765171503957784,0.13614775725593667,0.017414248021108178,0.22058047493403693,0.008443271767810026,0.07968337730870713,0.022691292875989446,0.08390501319261214,0
0.11575408261287223,0.007684918347742555,0.1299231508165226,0.0004803073967339097,0.20028818443804033,0.0,0.07973102785782901,0.21902017291066284,0.0,0.10134486071085495,0.0,0.1457732949087416,7
0.24489795918367346,0.0,0.05142857142857143,0.0016326530612244899,0.18612244897959185,0.13183673469387755,0.0008163265306122449,0.223265306122449,0.0008163265306122449,0.09714285714285714,0.01183673469387755,0.05020408163265306,0
0.3009950248756219,0.0,0.05804311774461028,0.0,0.09950248756218906,0.09038142620232173,0.0,0.3092868988391376,0.0,0.06716417910447761,0.0,0.07462686567164178,0
0.12463343108504399,0.0,0.12903225806451613,0.10410557184750734,0.0,0.20161290322580644,0.0036656891495601175,0.12609970674486803,0.0,0.07404692082111437,0.2368035190615836,0.0,10
0.0,0.07404692082111437,0.2368035190615836,0.0,0.12463343108504399,0.0,0.12903225806451613,0.10410557184750734,0.0,0.20161290322580644,0.0036656891495601175,0.12609970674486803,2
0.2929042904290429,0.00825082508250825,0.0891089108910891,0.0,0.11468646864686469,0.13448844884488448,0.012376237623762377,0.22607260726072606,0.0049504950495049506,0.06930693069306931,0.0,0.04785478547854786,0
0.012376237623762377,0.22607260726072606,0.0049504950495049506,0.06930693069306931,0.0,0.04785478547854786,0.2929042904290429,0.00825082508250825,0.0891089108910891,0.0,0.11468646864686469,0.13448844884488448,6
0.0,0.0583363341735686,0.25099027727763773,0.0014404033129276198,0.1389989196975153,0.0021606049693914295,0.19697515304285199,0.08210298883687432,0.013683831472812387,0.18005041411595246,0.0028808066258552397,0.07238026647461289,2
0.20393610952652597,0.005419281232173417,0.07073588134626355,0.004848830576155163,0.12093553907586994,0.09612093553907587,0.006560182544209926,0.3320022818026241,0.003993154592127781,0.042213348545350825,0.00713063320022818,0.10610382201939532,0
0.12093553907586994,0.09612093553907587,0.006560182544209926,0.3320022818026241,0.003993154592127781,0.042213348545350825,0.00713063320022818,0.10610382201939532,0.20393610952652597,0.005419281232173417,0.07073588134626355,0.004848830576155163,8
0.2909090909090909,0.0,0.06909090909090909,0.0,0.07272727272727272,0.28363636363636363,0.0,0.10181818181818182,0.0,0.11090909090909092,0.07090909090909091,0.0,5
0.07965766951942067,0.0,0.130348913759052,0.1586570111915734,0.0,0.1869651086240948,0.0,0.0836076366030283,0.06188281764318631,0.03225806451612903,0.2666227781435155,0.0,10
0.06578489383919248,0.14897319874695442,0.0015663069961712496,0.1710755308040376,0.0038287504350852765,0.12495649147232858,0.12687086668987121,0.0005221023320570832,0.16620257570483815,0.008005569091541943,0.15715280194918205,0.025060911938739994,1
0.28798087372310366,0.0,0.06433384046946317,0.002608128667680939,0.1369267550532493,0.12497283199304499,0.0,0.16844164312106064,0.007607041947402739,0.16213866550749836,0.0006520321669202348,0.04433818735057596,0
